order,lon,lat,latlon,notes,location,spininital,spinfinish,runs
795,-94.75,36.75,lat36.75lon-94.75,0.5-degree,,,,
796,-92.75,36.75,lat36.75lon-92.75,0.5-degree,,,,
797,-91.75,36.75,lat36.75lon-91.75,0.5-degree,,,,
798,-89.75,36.75,lat36.75lon-89.75,0.5-degree,,,,
799,-88.75,36.75,lat36.75lon-88.75,0.5-degree,,,,
800,-86.75,36.75,lat36.75lon-86.75,0.5-degree,,,,
801,-85.75,36.75,lat36.75lon-85.75,0.5-degree,,,,
802,-83.75,36.75,lat36.75lon-83.75,0.5-degree,,,,
803,-82.75,36.75,lat36.75lon-82.75,0.5-degree,,,,
804,-80.75,36.75,lat36.75lon-80.75,0.5-degree,,,,
805,-79.75,36.75,lat36.75lon-79.75,0.5-degree,,,,
806,-77.75,36.75,lat36.75lon-77.75,0.5-degree,,,,
807,-76.75,36.75,lat36.75lon-76.75,0.5-degree,,,,
808,-99.75,37.25,lat37.25lon-99.75,0.5-degree,,,,
809,-99.25,37.25,lat37.25lon-99.25,0.5-degree,,,,
810,-98.25,37.25,lat37.25lon-98.25,0.5-degree,,,,
811,-97.25,37.25,lat37.25lon-97.25,0.5-degree,,,,
812,-96.75,37.25,lat37.25lon-96.75,0.5-degree,,,,
813,-96.25,37.25,lat37.25lon-96.25,0.5-degree,,,,
814,-95.25,37.25,lat37.25lon-95.25,0.5-degree,,,,
815,-94.75,37.25,lat37.25lon-94.75,0.5-degree,,,,
816,-94.25,37.25,lat37.25lon-94.25,0.5-degree,,,,
817,-93.75,37.25,lat37.25lon-93.75,0.5-degree,,,,
818,-93.25,37.25,lat37.25lon-93.25,0.5-degree,,,,
819,-92.25,37.25,lat37.25lon-92.25,0.5-degree,,,,
820,-91.25,37.25,lat37.25lon-91.25,0.5-degree,,,,
821,-90.75,37.25,lat37.25lon-90.75,0.5-degree,,,,
822,-90.25,37.25,lat37.25lon-90.25,0.5-degree,,,,
823,-89.75,37.25,lat37.25lon-89.75,0.5-degree,,,,
824,-89.25,37.25,lat37.25lon-89.25,0.5-degree,,,,
825,-88.25,37.25,lat37.25lon-88.25,0.5-degree,,,,
826,-87.75,37.25,lat37.25lon-87.75,0.5-degree,,,,
827,-87.25,37.25,lat37.25lon-87.25,0.5-degree,,,,
828,-86.25,37.25,lat37.25lon-86.25,0.5-degree,,,,
829,-85.25,37.25,lat37.25lon-85.25,0.5-degree,,,,
830,-84.75,37.25,lat37.25lon-84.75,0.5-degree,,,,
831,-84.25,37.25,lat37.25lon-84.25,0.5-degree,,,,
832,-83.25,37.25,lat37.25lon-83.25,0.5-degree,,,,
833,-82.25,37.25,lat37.25lon-82.25,0.5-degree,,,,
834,-81.75,37.25,lat37.25lon-81.75,0.5-degree,,,,
835,-81.25,37.25,lat37.25lon-81.25,0.5-degree,,,,
836,-80.25,37.25,lat37.25lon-80.25,0.5-degree,,,,
837,-79.75,37.25,lat37.25lon-79.75,0.5-degree,,,,
838,-79.25,37.25,lat37.25lon-79.25,0.5-degree,,,,
839,-78.75,37.25,lat37.25lon-78.75,0.5-degree,,,,
840,-78.25,37.25,lat37.25lon-78.25,0.5-degree,,,,
841,-77.25,37.25,lat37.25lon-77.25,0.5-degree,,,,
842,-98.75,37.75,lat37.75lon-98.75,0.5-degree,,,,
843,-97.75,37.75,lat37.75lon-97.75,0.5-degree,,,,
844,-96.75,37.75,lat37.75lon-96.75,0.5-degree,,,,
845,-95.75,37.75,lat37.75lon-95.75,0.5-degree,,,,
846,-93.75,37.75,lat37.75lon-93.75,0.5-degree,,,,
847,-92.75,37.75,lat37.75lon-92.75,0.5-degree,,,,
848,-91.75,37.75,lat37.75lon-91.75,0.5-degree,,,,
849,-90.75,37.75,lat37.75lon-90.75,0.5-degree,,,,
850,-88.75,37.75,lat37.75lon-88.75,0.5-degree,,,,
851,-87.75,37.75,lat37.75lon-87.75,0.5-degree,,,,
852,-86.75,37.75,lat37.75lon-86.75,0.5-degree,,,,
853,-85.75,37.75,lat37.75lon-85.75,0.5-degree,,,,
854,-83.75,37.75,lat37.75lon-83.75,0.5-degree,,,,
855,-82.75,37.75,lat37.75lon-82.75,0.5-degree,,,,
856,-81.75,37.75,lat37.75lon-81.75,0.5-degree,,,,
857,-80.75,37.75,lat37.75lon-80.75,0.5-degree,,,,
858,-78.75,37.75,lat37.75lon-78.75,0.5-degree,,,,
859,-77.75,37.75,lat37.75lon-77.75,0.5-degree,,,,
860,-76.75,37.75,lat37.75lon-76.75,0.5-degree,,,,
861,-99.25,38.25,lat38.25lon-99.25,0.5-degree,,,,
862,-98.75,38.25,lat38.25lon-98.75,0.5-degree,,,,
863,-97.75,38.25,lat38.25lon-97.75,0.5-degree,,,,
864,-97.25,38.25,lat38.25lon-97.25,0.5-degree,,,,
865,-96.25,38.25,lat38.25lon-96.25,0.5-degree,,,,
866,-95.75,38.25,lat38.25lon-95.75,0.5-degree,,,,
867,-94.75,38.25,lat38.25lon-94.75,0.5-degree,,,,
868,-94.25,38.25,lat38.25lon-94.25,0.5-degree,,,,
869,-93.25,38.25,lat38.25lon-93.25,0.5-degree,,,,
870,-92.75,38.25,lat38.25lon-92.75,0.5-degree,,,,
871,-91.75,38.25,lat38.25lon-91.75,0.5-degree,,,,
872,-91.25,38.25,lat38.25lon-91.25,0.5-degree,,,,
873,-90.25,38.25,lat38.25lon-90.25,0.5-degree,,,,
874,-89.75,38.25,lat38.25lon-89.75,0.5-degree,,,,
875,-88.75,38.25,lat38.25lon-88.75,0.5-degree,,,,
876,-88.25,38.25,lat38.25lon-88.25,0.5-degree,,,,
877,-87.25,38.25,lat38.25lon-87.25,0.5-degree,,,,
878,-86.75,38.25,lat38.25lon-86.75,0.5-degree,,,,
879,-85.75,38.25,lat38.25lon-85.75,0.5-degree,,,,
880,-85.25,38.25,lat38.25lon-85.25,0.5-degree,,,,
881,-84.25,38.25,lat38.25lon-84.25,0.5-degree,,,,
882,-83.75,38.25,lat38.25lon-83.75,0.5-degree,,,,
883,-82.75,38.25,lat38.25lon-82.75,0.5-degree,,,,
884,-82.25,38.25,lat38.25lon-82.25,0.5-degree,,,,
885,-81.25,38.25,lat38.25lon-81.25,0.5-degree,,,,
886,-80.75,38.25,lat38.25lon-80.75,0.5-degree,,,,
887,-79.75,38.25,lat38.25lon-79.75,0.5-degree,,,,
888,-79.25,38.25,lat38.25lon-79.25,0.5-degree,,,,
889,-78.25,38.25,lat38.25lon-78.25,0.5-degree,,,,
890,-77.75,38.25,lat38.25lon-77.75,0.5-degree,,,,
891,-76.75,38.25,lat38.25lon-76.75,0.5-degree,,,,
892,-99.75,38.75,lat38.75lon-99.75,0.5-degree,,,,
893,-98.75,38.75,lat38.75lon-98.75,0.5-degree,,,,
894,-97.75,38.75,lat38.75lon-97.75,0.5-degree,,,,
895,-96.75,38.75,lat38.75lon-96.75,0.5-degree,,,,
896,-95.75,38.75,lat38.75lon-95.75,0.5-degree,,,,
897,-94.75,38.75,lat38.75lon-94.75,0.5-degree,,,,
898,-93.75,38.75,lat38.75lon-93.75,0.5-degree,,,,
899,-92.75,38.75,lat38.75lon-92.75,0.5-degree,,,,
900,-91.75,38.75,lat38.75lon-91.75,0.5-degree,,,,
901,-90.75,38.75,lat38.75lon-90.75,0.5-degree,,,,
902,-89.75,38.75,lat38.75lon-89.75,0.5-degree,,,,
903,-88.75,38.75,lat38.75lon-88.75,0.5-degree,,,,
904,-87.75,38.75,lat38.75lon-87.75,0.5-degree,,,,
905,-86.75,38.75,lat38.75lon-86.75,0.5-degree,,,,
906,-85.75,38.75,lat38.75lon-85.75,0.5-degree,,,,
907,-84.75,38.75,lat38.75lon-84.75,0.5-degree,,,,
908,-83.75,38.75,lat38.75lon-83.75,0.5-degree,,,,
909,-82.75,38.75,lat38.75lon-82.75,0.5-degree,,,,
910,-81.75,38.75,lat38.75lon-81.75,0.5-degree,,,,
911,-80.75,38.75,lat38.75lon-80.75,0.5-degree,,,,
912,-79.75,38.75,lat38.75lon-79.75,0.5-degree,,,,
913,-78.75,38.75,lat38.75lon-78.75,0.5-degree,,,,
914,-77.75,38.75,lat38.75lon-77.75,0.5-degree,,,,
915,-76.75,38.75,lat38.75lon-76.75,0.5-degree,,,,
916,-75.75,38.75,lat38.75lon-75.75,0.5-degree,,,,
917,-99.75,39.25,lat39.25lon-99.75,0.5-degree,,,,
918,-99.25,39.25,lat39.25lon-99.25,0.5-degree,,,,
919,-98.25,39.25,lat39.25lon-98.25,0.5-degree,,,,
920,-97.25,39.25,lat39.25lon-97.25,0.5-degree,,,,
921,-96.75,39.25,lat39.25lon-96.75,0.5-degree,,,,
922,-96.25,39.25,lat39.25lon-96.25,0.5-degree,,,,
923,-95.25,39.25,lat39.25lon-95.25,0.5-degree,,,,
924,-94.75,39.25,lat39.25lon-94.75,0.5-degree,,,,
925,-94.25,39.25,lat39.25lon-94.25,0.5-degree,,,,
926,-93.75,39.25,lat39.25lon-93.75,0.5-degree,,,,
927,-93.25,39.25,lat39.25lon-93.25,0.5-degree,,,,
928,-92.25,39.25,lat39.25lon-92.25,0.5-degree,,,,
929,-91.25,39.25,lat39.25lon-91.25,0.5-degree,,,,
930,-90.75,39.25,lat39.25lon-90.75,0.5-degree,,,,
931,-90.25,39.25,lat39.25lon-90.25,0.5-degree,,,,
932,-89.75,39.25,lat39.25lon-89.75,0.5-degree,,,,
933,-89.25,39.25,lat39.25lon-89.25,0.5-degree,,,,
934,-88.25,39.25,lat39.25lon-88.25,0.5-degree,,,,
935,-87.75,39.25,lat39.25lon-87.75,0.5-degree,,,,
936,-87.25,39.25,lat39.25lon-87.25,0.5-degree,,,,
937,-86.25,39.25,lat39.25lon-86.25,0.5-degree,,,,
938,-85.25,39.25,lat39.25lon-85.25,0.5-degree,,,,
939,-84.75,39.25,lat39.25lon-84.75,0.5-degree,,,,
940,-84.25,39.25,lat39.25lon-84.25,0.5-degree,,,,
941,-83.25,39.25,lat39.25lon-83.25,0.5-degree,,,,
942,-82.25,39.25,lat39.25lon-82.25,0.5-degree,,,,
943,-81.75,39.25,lat39.25lon-81.75,0.5-degree,,,,
944,-81.25,39.25,lat39.25lon-81.25,0.5-degree,,,,
945,-80.25,39.25,lat39.25lon-80.25,0.5-degree,,,,
946,-79.75,39.25,lat39.25lon-79.75,0.5-degree,,,,
947,-79.25,39.25,lat39.25lon-79.25,0.5-degree,,,,
948,-78.75,39.25,lat39.25lon-78.75,0.5-degree,,,,
949,-78.25,39.25,lat39.25lon-78.25,0.5-degree,,,,
950,-77.25,39.25,lat39.25lon-77.25,0.5-degree,,,,
951,-76.25,39.25,lat39.25lon-76.25,0.5-degree,,,,
952,-75.75,39.25,lat39.25lon-75.75,0.5-degree,,,,
953,-75.25,39.25,lat39.25lon-75.25,0.5-degree,,,,
954,-98.75,39.75,lat39.75lon-98.75,0.5-degree,,,,
955,-97.75,39.75,lat39.75lon-97.75,0.5-degree,,,,
956,-95.75,39.75,lat39.75lon-95.75,0.5-degree,,,,
957,-94.75,39.75,lat39.75lon-94.75,0.5-degree,,,,
958,-92.75,39.75,lat39.75lon-92.75,0.5-degree,,,,
959,-91.75,39.75,lat39.75lon-91.75,0.5-degree,,,,
960,-89.75,39.75,lat39.75lon-89.75,0.5-degree,,,,
961,-88.75,39.75,lat39.75lon-88.75,0.5-degree,,,,
962,-86.75,39.75,lat39.75lon-86.75,0.5-degree,,,,
963,-85.75,39.75,lat39.75lon-85.75,0.5-degree,,,,
964,-83.75,39.75,lat39.75lon-83.75,0.5-degree,,,,
965,-82.75,39.75,lat39.75lon-82.75,0.5-degree,,,,
966,-80.75,39.75,lat39.75lon-80.75,0.5-degree,,,,
967,-79.75,39.75,lat39.75lon-79.75,0.5-degree,,,,
968,-77.75,39.75,lat39.75lon-77.75,0.5-degree,,,,
969,-76.75,39.75,lat39.75lon-76.75,0.5-degree,,,,
970,-74.75,39.75,lat39.75lon-74.75,0.5-degree,,,,
971,-99.25,40.25,lat40.25lon-99.25,0.5-degree,,,,
972,-98.75,40.25,lat40.25lon-98.75,0.5-degree,,,,
973,-98.25,40.25,lat40.25lon-98.25,0.5-degree,,,,
974,-97.75,40.25,lat40.25lon-97.75,0.5-degree,,,,
975,-96.75,40.25,lat40.25lon-96.75,0.5-degree,,,,
976,-96.25,40.25,lat40.25lon-96.25,0.5-degree,,,,
977,-95.75,40.25,lat40.25lon-95.75,0.5-degree,,,,
978,-95.25,40.25,lat40.25lon-95.25,0.5-degree,,,,
979,-94.25,40.25,lat40.25lon-94.25,0.5-degree,,,,
980,-93.75,40.25,lat40.25lon-93.75,0.5-degree,,,,
981,-93.25,40.25,lat40.25lon-93.25,0.5-degree,,,,
982,-92.75,40.25,lat40.25lon-92.75,0.5-degree,,,,
983,-91.75,40.25,lat40.25lon-91.75,0.5-degree,,,,
984,-91.25,40.25,lat40.25lon-91.25,0.5-degree,,,,
985,-90.75,40.25,lat40.25lon-90.75,0.5-degree,,,,
986,-90.25,40.25,lat40.25lon-90.25,0.5-degree,,,,
987,-89.25,40.25,lat40.25lon-89.25,0.5-degree,,,,
988,-88.75,40.25,lat40.25lon-88.75,0.5-degree,,,,
989,-88.25,40.25,lat40.25lon-88.25,0.5-degree,,,,
990,-87.75,40.25,lat40.25lon-87.75,0.5-degree,,,,
991,-86.75,40.25,lat40.25lon-86.75,0.5-degree,,,,
992,-86.25,40.25,lat40.25lon-86.25,0.5-degree,,,,
993,-85.75,40.25,lat40.25lon-85.75,0.5-degree,,,,
994,-85.25,40.25,lat40.25lon-85.25,0.5-degree,,,,
995,-84.25,40.25,lat40.25lon-84.25,0.5-degree,,,,
996,-83.75,40.25,lat40.25lon-83.75,0.5-degree,,,,
997,-83.25,40.25,lat40.25lon-83.25,0.5-degree,,,,
998,-82.75,40.25,lat40.25lon-82.75,0.5-degree,,,,
999,-81.75,40.25,lat40.25lon-81.75,0.5-degree,,,,
1000,-81.25,40.25,lat40.25lon-81.25,0.5-degree,,,,
1001,-80.75,40.25,lat40.25lon-80.75,0.5-degree,,,,
1002,-80.25,40.25,lat40.25lon-80.25,0.5-degree,,,,
1003,-79.25,40.25,lat40.25lon-79.25,0.5-degree,,,,
1004,-78.75,40.25,lat40.25lon-78.75,0.5-degree,,,,
1005,-78.25,40.25,lat40.25lon-78.25,0.5-degree,,,,
1006,-77.75,40.25,lat40.25lon-77.75,0.5-degree,,,,
1007,-76.75,40.25,lat40.25lon-76.75,0.5-degree,,,,
1008,-76.25,40.25,lat40.25lon-76.25,0.5-degree,,,,
1009,-75.75,40.25,lat40.25lon-75.75,0.5-degree,,,,
1010,-75.25,40.25,lat40.25lon-75.25,0.5-degree,,,,
1011,-74.25,40.25,lat40.25lon-74.25,0.5-degree,,,,
1012,-99.75,40.75,lat40.75lon-99.75,0.5-degree,,,,
1013,-98.75,40.75,lat40.75lon-98.75,0.5-degree,,,,
1014,-97.75,40.75,lat40.75lon-97.75,0.5-degree,,,,
1015,-96.75,40.75,lat40.75lon-96.75,0.5-degree,,,,
1016,-95.75,40.75,lat40.75lon-95.75,0.5-degree,,,,
1017,-94.75,40.75,lat40.75lon-94.75,0.5-degree,,,,
1018,-93.75,40.75,lat40.75lon-93.75,0.5-degree,,,,
1019,-92.75,40.75,lat40.75lon-92.75,0.5-degree,,,,
1020,-91.75,40.75,lat40.75lon-91.75,0.5-degree,,,,
1021,-90.75,40.75,lat40.75lon-90.75,0.5-degree,,,,
1022,-89.75,40.75,lat40.75lon-89.75,0.5-degree,,,,
1023,-88.75,40.75,lat40.75lon-88.75,0.5-degree,,,,
1024,-87.75,40.75,lat40.75lon-87.75,0.5-degree,,,,
1025,-86.75,40.75,lat40.75lon-86.75,0.5-degree,,,,
1026,-85.75,40.75,lat40.75lon-85.75,0.5-degree,,,,
1027,-84.75,40.75,lat40.75lon-84.75,0.5-degree,,,,
1028,-83.75,40.75,lat40.75lon-83.75,0.5-degree,,,,
1029,-82.75,40.75,lat40.75lon-82.75,0.5-degree,,,,
1030,-81.75,40.75,lat40.75lon-81.75,0.5-degree,,,,
1031,-80.75,40.75,lat40.75lon-80.75,0.5-degree,,,,
1032,-79.75,40.75,lat40.75lon-79.75,0.5-degree,,,,
1033,-78.75,40.75,lat40.75lon-78.75,0.5-degree,,,,
1034,-77.75,40.75,lat40.75lon-77.75,0.5-degree,,,,
1035,-76.75,40.75,lat40.75lon-76.75,0.5-degree,,,,
1036,-75.75,40.75,lat40.75lon-75.75,0.5-degree,,,,
1037,-74.75,40.75,lat40.75lon-74.75,0.5-degree,,,,
1038,-99.25,41.25,lat41.25lon-99.25,0.5-degree,,,,
1039,-98.75,41.25,lat41.25lon-98.75,0.5-degree,,,,
1040,-97.75,41.25,lat41.25lon-97.75,0.5-degree,,,,
1041,-97.25,41.25,lat41.25lon-97.25,0.5-degree,,,,
1042,-96.25,41.25,lat41.25lon-96.25,0.5-degree,,,,
1043,-95.75,41.25,lat41.25lon-95.75,0.5-degree,,,,
1044,-94.75,41.25,lat41.25lon-94.75,0.5-degree,,,,
1045,-94.25,41.25,lat41.25lon-94.25,0.5-degree,,,,
1046,-93.25,41.25,lat41.25lon-93.25,0.5-degree,,,,
1047,-92.75,41.25,lat41.25lon-92.75,0.5-degree,,,,
1048,-91.75,41.25,lat41.25lon-91.75,0.5-degree,,,,
1049,-91.25,41.25,lat41.25lon-91.25,0.5-degree,,,,
1050,-90.25,41.25,lat41.25lon-90.25,0.5-degree,,,,
1051,-89.75,41.25,lat41.25lon-89.75,0.5-degree,,,,
1052,-88.75,41.25,lat41.25lon-88.75,0.5-degree,,,,
1053,-88.25,41.25,lat41.25lon-88.25,0.5-degree,,,,
1054,-87.25,41.25,lat41.25lon-87.25,0.5-degree,,,,
1055,-86.75,41.25,lat41.25lon-86.75,0.5-degree,,,,
1056,-85.75,41.25,lat41.25lon-85.75,0.5-degree,,,,
1057,-85.25,41.25,lat41.25lon-85.25,0.5-degree,,,,
1058,-84.25,41.25,lat41.25lon-84.25,0.5-degree,,,,
1059,-83.75,41.25,lat41.25lon-83.75,0.5-degree,,,,
1060,-82.75,41.25,lat41.25lon-82.75,0.5-degree,,,,
1061,-82.25,41.25,lat41.25lon-82.25,0.5-degree,,,,
1062,-81.25,41.25,lat41.25lon-81.25,0.5-degree,,,,
1063,-80.75,41.25,lat41.25lon-80.75,0.5-degree,,,,
1064,-79.75,41.25,lat41.25lon-79.75,0.5-degree,,,,
1065,-79.25,41.25,lat41.25lon-79.25,0.5-degree,,,,
1066,-78.25,41.25,lat41.25lon-78.25,0.5-degree,,,,
1067,-77.75,41.25,lat41.25lon-77.75,0.5-degree,,,,
1068,-76.75,41.25,lat41.25lon-76.75,0.5-degree,,,,
1069,-76.25,41.25,lat41.25lon-76.25,0.5-degree,,,,
1070,-75.25,41.25,lat41.25lon-75.25,0.5-degree,,,,
1071,-74.75,41.25,lat41.25lon-74.75,0.5-degree,,,,
1072,-73.75,41.25,lat41.25lon-73.75,0.5-degree,,,,
1073,-73.25,41.25,lat41.25lon-73.25,0.5-degree,,,,
1074,-99.75,41.75,lat41.75lon-99.75,0.5-degree,,,,
1075,-98.75,41.75,lat41.75lon-98.75,0.5-degree,,,,
